Name: Organic traffic to non-product pages
"Time period: Dec 4, 2025 - Jun 1, 2026"
URL,Clicks,Impressions,CTR,Purchases
e-mart.com.bd/shop/kaine-green-calm-aqua-cream-70ml,0,0,0,0
e-mart.com.bd/shop/kaine-kombu-balancing-ampoule-toner-150ml,0,0,0,0
e-mart.com.bd/shop/kaine-kombu-balancing-ampoule-toner-30ml-mini,0,0,0,0
e-mart.com.bd/shop/kaine-vegan-collagen-youth-cream,0,0,0,0
e-mart.com.bd/shop/kaine-vita-drop-serum-30ml,0,0,0,0
e-mart.com.bd/shop/karite-bubble-pink-mud-mask-5ml-2,0,0,0,0
e-mart.com.bd/shop/keli-compressed-sheet-mask-chocolate-mask-01-pcs,0,0,0,0
e-mart.com.bd/shop/keli-eyebrow-razor-5pcs-mini-types-set,0,0,0,0
e-mart.com.bd/shop/kerasys-advanced-keratin-bond-purifying-shampoo-600-ml,0,0,0,0
e-mart.com.bd/shop/kerasys-advanced-keratin-bond-volume-shampoo-600-ml,0,0,0,0
e-mart.com.bd/shop/kerasys-amino-acid-protein-permanent-hair-color-natural-black,0,0,0,0
e-mart.com.bd/shop/kerasys-argan-oil-conditioner-damage-repair-1000ml,0,0,0,0
e-mart.com.bd/shop/kerasys-argan-oil-shampoo-damage-repair-1000ml,0,36,0,0
e-mart.com.bd/shop/kerasys-black-bean-oil-shampoo-anti-hair-loss-1000ml,0,56,0,0
e-mart.com.bd/shop/kerasys-damage-clinic-protein-shampoo-600ml/,0,0,0,0
e-mart.com.bd/shop/kerasys-devils-edition-mystic-blossom-perfumed-shampoo-600-ml,0,0,0,0
e-mart.com.bd/shop/kerasys-hair-clinic-argan-oil-shampoo-1l,0,0,0,0
e-mart.com.bd/shop/kerasys-hair-clinic-tea-tree-oil-shampoo-1l,0,0,0,0
e-mart.com.bd/shop/kerasys-peppermint-oil-scalp-cooling-anti-dandruff-shampoo-1-liter,0,0,0,0
e-mart.com.bd/shop/kerasys-propolis-damage-reapair-shampoo-1-l,0,0,0,0
e-mart.com.bd/shop/kerasys-propolis-damage-repair-shampoo-1000ml,0,38,0,0
e-mart.com.bd/shop/kerasys-propolis-shampoo-green-tea-olive-oil-1000ml,0,32,0,0
e-mart.com.bd/shop/kerasys-propolis-shampoo-green-tea-olive-oil-1000ml/,0,0,0,0
e-mart.com.bd/shop/kerasys-red-propolis-root-care-shampoo-1000ml,0,0,0,0
e-mart.com.bd/shop/kerasys-red-propolis-root-care-shampoo-1000ml/,0,0,0,0
e-mart.com.bd/shop/kerasys-red-propolis-root-care-shampoo-1l,0,0,0,0
e-mart.com.bd/shop/kerasys-scalp-cooling-anti-dandruff-protein-shampoo-600ml,0,39,0,0
e-mart.com.bd/shop/kikumasamune-sake-skin-care-lotion-high-moist-500ml,0,0,0,0
e-mart.com.bd/shop/kiss-beauty-bling-bling-liquid-highlighter-01-40ml,0,0,0,0
e-mart.com.bd/shop/kiss-beauty-bling-bling-liquid-highlighter-01-40ml-2,0,0,0,0
e-mart.com.bd/shop/kiss-beauty-bling-bling-liquid-highlighter-03,0,0,0,0
e-mart.com.bd/shop/klairs-all-day-airy-sunscreen-50ml,0,0,0,0
e-mart.com.bd/shop/klairs-freshly-juiced-vitamin-drop-35ml,0,0,0,0
e-mart.com.bd/shop/klairs-fundamental-water-gel-cream-miniature-20ml,0,0,0,0
e-mart.com.bd/shop/klairs-gentle-black-facial-cleanser-140ml,0,0,0,0
e-mart.com.bd/shop/klairs-rich-moist-foaming-cleanser-100ml,0,39,0,0
e-mart.com.bd/shop/klairs-supple-preparation-facial-toner-30ml,0,30,0,0
e-mart.com.bd/shop/kodomo-baby-bath-100ml,0,0,0,0
e-mart.com.bd/shop/kodomo-baby-cream-50g,0,0,0,0
e-mart.com.bd/shop/koelcia-soothing-gel-tomato-300ml,0,0,0,0
e-mart.com.bd/shop/kojie-san-facial-beauty-soap-3-bars-per-pack-65gx3,0,0,0,0
e-mart.com.bd/shop/kojie-san-facial-beauty-soap-single-bar-65g-1-piece,0,0,0,0
e-mart.com.bd/shop/kojie-san-skin-lightening-soap-65gm-1-pcs,0,504,0,0
e-mart.com.bd/shop/kolon-pharmaceutical-bon-health-project-calcium-magnesium-vitamin-d-zinc-120g-1000-mg-x60-tablets,0,0,0,0
e-mart.com.bd/shop/kolon-pharmaceutical-glutation-beauty-life-90g-3000-mg-x-30-packets,0,0,0,0
e-mart.com.bd/shop/kolon-pharmaceutical-premium-low-molecular-fish-collagen-60-g-2g-x-30-packets,0,0,0,0
e-mart.com.bd/shop/kopher-curepair-mela-cream-35ml,0,0,0,0
e-mart.com.bd/shop/korea-red-ginseng-aqua-wrinkle-whitening-cream-50-ml,0,0,0,0
e-mart.com.bd/shop/korean-3-step-brightening-glow-combo,0,0,0,0
e-mart.com.bd/shop/korean-red-ginseng-gold-capsules-120caps-red-boxed,0,0,0,0
e-mart.com.bd/shop/korean-red-ginseng-tea-100-bags,0,145,0,0
e-mart.com.bd/shop/korean-red-ginseng-tea-3g-50-pcs-box,0,0,0,0
e-mart.com.bd/shop/kose-cosmeport-softymo-hyaluronic-acid-cleansing-foam-150g,0,0,0,0
e-mart.com.bd/shop/kose-softymo-speedy-cleansing-oil-230ml,0,0,0,0
e-mart.com.bd/shop/kose-suncut-tone-up-uv-spray-spf50-pa-60g,0,0,0,0
e-mart.com.bd/shop/kose-suncut-uv-perfect-gel-super-water-proof-spf-50-pa-100-ml,0,45,0,0
e-mart.com.bd/shop/kosmedica-organic-clean-gel-intimate-wash-80gm,0,43,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-mellow,0,0,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-mellow-2,0,0,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-metal,0,23,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-sepia,0,32,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-tortilla,0,0,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-tortilla-2,0,0,0,0
e-mart.com.bd/shop/kota-cosmetics-hair-color-whisper,0,0,0,0
e-mart.com.bd/shop/kota-double-care-keratin-hair-treatment-250ml,0,0,0,0
e-mart.com.bd/shop/ksecret-advanced-regenerating-eye-gel-patches-retinol-102g,0,0,0,0
e-mart.com.bd/shop/ksecret-extra-illuminating-eye-gel-patches-vitamin-c-102g,0,0,0,0
e-mart.com.bd/shop/ksecret-real-vita-c-secret-ampoule-15ml,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-advanced-shot-retinal-liposome-12-black-rice-15ml,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-boosting-ball-collagen-100-35mg-x-7-capsules,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-capsule-cream-niacinamide-5-yuja-50ml,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-cleansing-oil-pine-cica-1-probiotics-200-ml,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-cream-retinal-liposome-1-fermented-rice-50ml,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-cream-retinal-liposome-1-fermented-rice-50ml/,0,0,0,0
e-mart.com.bd/shop/ksecret-seoul-1988-essence-snail-mucin-97-rice-100ml-copy,0,0,0,0
e-mart.com.bd/shop/kwailnara-confume-argan-gold-moisture-body-lotion-500-gm,0,0,0,0
e-mart.com.bd/shop/la-girl-brow-pomade-long-lasting-gel-formula-soft-black-gpb-366,0,0,0,0
e-mart.com.bd/shop/la-girl-brow-pomade-long-lasting-gel-formula-soft-black-gpb-366-2,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-anthelios-clear-skin-dry-touch-sunscreen-spf-60-50ml,0,20,0,0
e-mart.com.bd/shop/la-roche-posay-anthelios-melt-in-milk-sunscreen-spf-60-150ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-anthelios-mineral-zinc-oxide-sunscreen-spf50-50ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-anthelios-ultra-light-fluid-facial-sunscreen-spf60-50ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-anthelios-uvmune-400-invisible-fluid-spf50-sun-cream-50ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-cicaplast-baume-b5-100ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-cicaplast-baume-b5-100ml-2,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-cicaplast-baume-b5-spf50-40ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-effaclar-mat-mattifying-moisturizer-for-oily-skin-40ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-lipikar-body-lotion-for-normal-to-dry-skin-400ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-pure-niacinamide-10-serum-30ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-pure-vitamin-c-10-serum-30ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-toleriane-double-repair-face-moisturizer-100ml,0,0,0,0
e-mart.com.bd/shop/la-roche-posay-toleriane-purifying-foaming-cleanser-400-ml,0,0,0,0
e-mart.com.bd/shop/lady-speed-stick-invisible-dry-deodorant-shower-fresh-39-6g,0,0,0,0
e-mart.com.bd/shop/lady-speed-stick-powder-fresh-invisible-dry-deodorant-39-6g,0,0,0,0
e-mart.com.bd/shop/laikou-matcha-mud-mask-5g,0,0,0,0
e-mart.com.bd/shop/laikou-matcha-sleeping-face-mask,0,0,0,0
e-mart.com.bd/shop/laikou-sakura-mud-mask-5g,0,0,0,0
e-mart.com.bd/shop/laikou-seaweed-sleeping-face-mask-3g,0,0,0,0
e-mart.com.bd/shop/laikou-sleeping-face-mask-3g,0,0,0,0
e-mart.com.bd/shop/lakme-sun-expert-spf50-pa-super-matte-lotion-sunscreen-100ml,0,0,0,0
e-mart.com.bd/shop/lakme-sun-expert-ultra-matte-spf-40-pa-compact,0,0,0,0
e-mart.com.bd/shop/lanbena-blackhead-remover-mask-5g,0,0,0,0
e-mart.com.bd/shop/laneige-cica-sleeping-mask-60ml,0,23,0,0
e-mart.com.bd/shop/laneige-cream-skin-refiner-50ml,0,0,0,0
e-mart.com.bd/shop/laneige-homme-blue-energy-trial-kit-2-item,0,0,0,0
e-mart.com.bd/shop/laneige-water-bank-blue-hyaluronic-cleansing-oil-mini-25ml,0,0,0,0
e-mart.com.bd/shop/laneige-water-bank-blue-hyaluronic-gel-cream-10-ml,0,0,0,0
e-mart.com.bd/shop/laneige-water-bank-blue-hyaluronic-moisture-cream-10-ml,0,0,0,0
e-mart.com.bd/shop/laneige-water-bank-blue-hyaluronic-serum-10-ml,0,0,0,0
e-mart.com.bd/shop/laneige-water-bank-moisture-cream-50ml,0,0,0,0
e-mart.com.bd/shop/laneige-water-sleeping-mask-15ml-lip-sleeping-mask-mini-berry-3g,0,50,0,0
e-mart.com.bd/shop/lavino-brightening-moisturizer-with-alpha-arbutin-vitamin-e-50ml,0,26,0,0
e-mart.com.bd/shop/lavino-milk-brightening-face-wash-100ml,0,0,0,0
e-mart.com.bd/shop/lavino-neem-purifying-face-wash-with-0-5-salicylic-acid-100ml,0,28,0,0
e-mart.com.bd/shop/laxzin-100-pure-cold-pressed-hexane-free-castor-oil-100ml,0,0,0,0
e-mart.com.bd/shop/laxzin-anti-hair-loss-shampoo-with-vitamin-e-biotin-400ml,0,0,0,0
e-mart.com.bd/shop/laxzin-daily-facial-cleanser-150ml,0,0,0,0
e-mart.com.bd/shop/laxzin-multi-peptide-hair-serum-30ml,0,0,0,0
e-mart.com.bd/shop/lebelage-black-snail-eye-cream-ex-40ml,0,0,0,0
e-mart.com.bd/shop/lebelage-collagen-no-sebum-foundation-spf50-pa-15-ml,0,0,0,0
e-mart.com.bd/shop/lilac-3x-spot-lightener-50g,0,0,0,0
e-mart.com.bd/shop/lilac-advanced-brightening-face-wash-dry-and-sensitive-skin-120ml,0,21,0,0
e-mart.com.bd/shop/lilac-daily-soft-moisturizing-body-lotion-200ml,0,0,0,0
e-mart.com.bd/shop/lion-pair-medicated-acne-care-cream-14g,0,0,0,0
e-mart.com.bd/shop/lipvive-sugar-balm-cool-mint-fresh-4-8g,0,0,0,0
e-mart.com.bd/shop/lipvive-sugar-balm-propolis-moisture-4-8-g,0,0,0,0
e-mart.com.bd/shop/lipvive-sugar-balm-rosy-red-4-8-g,0,0,0,0
e-mart.com.bd/shop/lipvive-sugar-balm-shea-butter-intense-4-8g,0,0,0,0
e-mart.com.bd/shop/lmltop-beauty-makeup-tools-2pcs-puff,0,0,0,0
e-mart.com.bd/shop/lmltop-cosmetic-skin-friendly-soft-cotton-pads-80pcs,0,0,0,0
e-mart.com.bd/shop/lmltop-cotton-pad-for-all-skin-types-150pcs,0,0,0,0
e-mart.com.bd/shop/lmltop-cotton-pad-for-all-skin-types-80pcs,0,0,0,0
e-mart.com.bd/shop/lmltop-natural-cotton-pad-80pcs,0,0,0,0
e-mart.com.bd/shop/lmltop-soft-cotton-pads-150pcs,0,0,0,0
e-mart.com.bd/shop/loreal-elvive-colour-protect-purple-revive-oil-100ml,0,0,0,0
e-mart.com.bd/shop/loreal-elvive-hydra-hyaluronic-8-sceond-wonder-water-lamellar-conditioner-200ml,0,0,0,0
e-mart.com.bd/shop/loreal-elvive-hydra-hyaluronic-moisture-plump-hair-serum-150ml,0,0,0,0
e-mart.com.bd/shop/loreal-paris-elvive-colour-protect-anti-brassiness-purple-conditioner,0,0,0,0
e-mart.com.bd/shop/loreal-paris-men-expert-pure-carbon-anti-blackhead-daily-face-scrub-100ml,0,0,0,0
e-mart.com.bd/shop/loreal-paris-revitalift-triple-power-anti-aging-moisturizer-48g,0,0,0,0
e-mart.com.bd/shop/loreal-serie-expert-vitamino-color-resveratrol-professional-hair-mask-250g,0,0,0,0
e-mart.com.bd/shop/lubriderm-daily-moisture-lotion-for-normal-to-dry-skin-fragrance-free-177ml,0,0,0,0
e-mart.com.bd/shop/lubriderm-daily-moisture-lotion-for-normal-to-dry-skin-fragrance-free-473ml,0,0,0,0
e-mart.com.bd/shop/lucido-l-argan-rich-oil-hair-treatment-mask-220g,0,70,0,0
e-mart.com.bd/shop/lucido-l-argan-rich-oil-hair-treatment-water-170g,0,0,0,0
e-mart.com.bd/shop/lucido-l-high-damage-repair-hair-mask-200g,0,0,0,0
e-mart.com.bd/shop/luofmiss-beautecret-cute-cat-hand-cream-30g,0,0,0,0
e-mart.com.bd/shop/luzin-cell-velvet-mask-28-g-toning-velvet,0,0,0,0
e-mart.com.bd/shop/m-a-c-amplified-creme-lipstick-girl-about-town-3gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-amplified-lipstick,0,0,0,0
e-mart.com.bd/shop/m-a-c-amplified-lipstick-fusion-pink-3gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-amplified-lipstick-vegas-volt-3gm-2,0,0,0,0
e-mart.com.bd/shop/m-a-c-matte-lipstick,0,0,0,0
e-mart.com.bd/shop/m-a-c-matte-lipstick-kinda-sexy,0,0,0,0
e-mart.com.bd/shop/m-a-c-matte-lipstick-please-me-3gm,0,153,0,0
e-mart.com.bd/shop/m-a-c-matte-lipstick-russian-red-3gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-matte-lipstick-sin-3gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-mineralize-skinfinish-10gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-prep-prime-skin-30ml,0,0,0,0
e-mart.com.bd/shop/m-a-c-pro-longwear-foundation-nw-22-30ml,0,0,0,0
e-mart.com.bd/shop/m-a-c-retro-matte-lipstick-relentlessly-red-3gm,0,0,0,0
e-mart.com.bd/shop/m-a-c-satin-lipstick-retro,0,0,0,0
e-mart.com.bd/shop/m-a-c-studio-fix-fluid-spf-15-foundation-30ml,0,0,0,0
e-mart.com.bd/shop/m-a-c-studio-fix-fluid-spf-15-foundation-nc-37-30ml,0,23,0,0
e-mart.com.bd/shop/m-a-c-studio-fix-fluid-spf-15-foundation-nc-40-30-0-ml,0,0,0,0
e-mart.com.bd/shop/maange-12pcs-mix-makeup-brush-set-white,0,0,0,0
e-mart.com.bd/shop/mac-prepprime-highlighter-3-6ml,0,0,0,0
e-mart.com.bd/shop/make9-alpha-arbutin-instant-brightening-cream-50g,0,0,0,0
e-mart.com.bd/shop/make9-alpha-arbutin-instant-brightening-serum-45ml,0,0,0,0
e-mart.com.bd/shop/make9-black-sugar-wash-off-peeling-serum-30ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-beetroot-hydraful-face-wash-100ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-charcoal-face-wash-100ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-hydragel-indian-sunscreen-50g,0,0,0,0
e-mart.com.bd/shop/mamaearth-multani-mitti-oil-balance-face-wash-100ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-oil-free-face-wash-100ml,0,20,0,0
e-mart.com.bd/shop/mamaearth-onion-hair-oil-for-hair-fall-control-150ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-rice-dewy-face-wash-100ml,0,32,0,0
e-mart.com.bd/shop/mamaearth-rice-oil-free-face-moisturizer-80g,0,0,0,0
e-mart.com.bd/shop/mamaearth-rosemary-hair-growth-oil-150ml,0,25,0,0
e-mart.com.bd/shop/mamaearth-tea-tree-oil-free-face-moisturizer-80g,0,0,0,0
e-mart.com.bd/shop/mamaearth-ubtan-natural-glow-face-wash-100ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-vitamin-c-foaming-facewash-150ml,0,0,0,0
e-mart.com.bd/shop/mamaearth-vitamin-c-oil-free-face-moisturizer-80g,0,0,0,0
e-mart.com.bd/shop/mamy-poko-pants-xxxl-24-pcs-18-35kg,0,0,0,0
e-mart.com.bd/shop/mamy-poko-pants-xxxl-7-pcs-18-35kg-in,0,0,0,0
e-mart.com.bd/shop/mandom-lucido-ageing-care-milk-q10-for-men-100ml,0,20,0,0
e-mart.com.bd/shop/mandom-lucido-aging-care-lotion-q-10-anti-aging-lotion-for-men-110ml,0,0,0,0
e-mart.com.bd/shop/manyo-pure-cleansing-oil-200ml,0,0,0,0
e-mart.com.bd/shop/mary-may-6-peptide-complex-serum-30ml,0,0,0,0
e-mart.com.bd/shop/mary-may-blackberry-complex-cream-essence-30ml,0,0,0,0
e-mart.com.bd/shop/mary-may-hyaluronic-panthenol-hydra-mask-30ea,0,0,0,0
e-mart.com.bd/shop/mary-may-niacinanide-vitamin-c-brightening-mask-30ea,0,0,0,0
e-mart.com.bd/shop/mary-may-vegan-blackberry-complex-cream-essence-140ml,0,0,0,0
e-mart.com.bd/shop/maryampmay-idebenone-blackberry-complex-serum-80ml,0,0,0,0
e-mart.com.bd/shop/maryampmay-white-collagen-cleansing-foam-150ml,0,0,0,0
e-mart.com.bd/shop/marymay-blackberry-complex-glow-washoff-pack-125g,0,0,0,0
e-mart.com.bd/shop/marymay-calendula-peptide-ageless-sleeping-mask-110g,0,0,0,0
e-mart.com.bd/shop/marymay-collagen-peptide-vital-mask-30pcs,0,0,0,0
e-mart.com.bd/shop/marymay-houttuynia-cordata-tea-tree-cleansing-foam-150ml,0,0,0,0
e-mart.com.bd/shop/marymay-idebenone-blackberry-complex-intensive-total-care-cream-70g,0,0,0,0
e-mart.com.bd/shop/marymay-idebenone-blackberry-complex-intensive-total-care-cream-70g-2,0,0,0,0
e-mart.com.bd/shop/marymay-premium-idebenon-blackberry-complex-essence-mask-20ea,0,0,0,0
e-mart.com.bd/shop/marymay-retinol-0-1-bakuchiol-cica-serum-80ml,0,0,0,0
e-mart.com.bd/shop/marymay-sensitive-soothing-gel-cream-70g,0,0,0,0
e-mart.com.bd/shop/marymay-tranexamic-acidglutathion-eye-cream-30ml,0,165,0,0
e-mart.com.bd/shop/marymay-vegan-peptide-bakuchiol-sun-stick-spf50-pa-18g,0,0,0,0
e-mart.com.bd/shop/maxim-maxim-white-gold-coffee-mix-100-sticks,0,0,0,0
e-mart.com.bd/shop/maxim-mocha-gold-mild-coffee-mix-100-sticks,0,0,0,0
e-mart.com.bd/shop/maxim-mocha-gold-mild-coffee-mix-50-sticks,0,0,0,0
e-mart.com.bd/shop/maybelline-baby-lips-color-lip-balm-cherry-kiss-spf20,0,0,0,0
e-mart.com.bd/shop/maybelline-baby-lips-color-lip-balm-pink-lolita-spf20,0,0,0,0
e-mart.com.bd/shop/maybelline-baby-skin-instant-pore-eraser-uk,0,0,0,0
e-mart.com.bd/shop/maybelline-color-elixir-lip-gloss-radiant-ruby,0,0,0,0
e-mart.com.bd/shop/maybelline-dream-liquid-mousse-foundation-porecelain-ivory-10-light-1,0,0,0,0
e-mart.com.bd/shop/maybelline-dream-liquid-mousse-foundation-pure-beige-70,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-104-light-pink,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-concealer-10-fair,0,32,0,0
e-mart.com.bd/shop/maybelline-fit-me-dewysmooth-foundation-230-natural-buff,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-dewysmooth-foundation-golden-beige-240,0,31,0,0
e-mart.com.bd/shop/maybelline-fit-me-dewysmooth-foundation-ivory-115,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-dewysmooth-foundation-porcelain-110,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matte-liquid-foundation-spf22-ivory-115-30ml,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matte-liquid-foundation-spf22-natural-beige-220-30ml,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matte-liquid-foundation-spf22-wram-nude-128-30ml,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matte-poreless-foundation-tofee-330,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matte-poreless-foundation-true-beige-222,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matteporeless-pressed-powder-natural-buff-230,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-matteporeless-pressed-powder-sun-beige-310,0,78,0,0
e-mart.com.bd/shop/maybelline-fit-me-setsmooth-pressed-powder,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-setsmooth-pressed-powder-8-5gm,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-setsmooth-pressed-powder-golden-beige-240,0,0,0,0
e-mart.com.bd/shop/maybelline-fit-me-setsmooth-pressed-powder-medium-buff-225,0,0,0,0
e-mart.com.bd/shop/maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-100-ivory,0,0,0,0
e-mart.com.bd/shop/maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer-110-fair,0,0,0,0
e-mart.com.bd/shop/maybelline-master-fix-by-face-studio,0,0,0,0
e-mart.com.bd/shop/maybelline-master-smoky-scorching-brown,0,0,0,0
e-mart.com.bd/shop/maybelline-master-smoky-scorching-brown-0-5gm,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-matte-ink-liquid-lipstick-117-ground-breaker-5ml,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-matte-ink-liquid-lipstick-335-hustler-5ml,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-matte-ink-liquid-lipstick-340-exhilarator-5ml,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-matte-ink-liquid-lipstick15-lover-5ml,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-vinyl-ink-long-wear-liquid-lipstick-115-peppy,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-vinyl-ink-long-wear-liquid-lipstick-15-peachy-4-2-ml,0,0,0,0
e-mart.com.bd/shop/maybelline-super-stay-vinyl-ink-long-wear-liquid-lipstick-80-eccentric-4-2ml,0,0,0,0
e-mart.com.bd/shop/medb-daily-snail-cream-100ml-2,0,0,0,0
e-mart.com.bd/shop/medi-peel-bio-intense-glutathione-white-cream-50g,0,22,0,0
e-mart.com.bd/shop/medi-peel-peptide-9-aqua-essence-toner-250-ml,0,0,0,0
e-mart.com.bd/shop/median-multicare-toothpaste-120-g,0,0,0,0
e-mart.com.bd/shop/medicube-age-r-booster-pro-black,0,0,0,0
e-mart.com.bd/shop/medicube-age-r-glutathione-glow-serum-50ml,0,54,0,0
e-mart.com.bd/shop/medicube-beauty-device-age-r-booster-pro-ex,0,0,0,0
e-mart.com.bd/shop/medicube-collagen-jelly-cream-110ml,0,0,0,0
e-mart.com.bd/shop/medicube-collagen-jelly-cream-50ml,0,0,0,0
e-mart.com.bd/shop/medicube-collagen-night-wrapping-mask-75ml,0,0,0,0
e-mart.com.bd/shop/medicube-deep-vita-c-capsule-cream-55ml,0,460,0,0
e-mart.com.bd/shop/medicube-deep-vita-c-pad-70pcs,0,0,0,0
e-mart.com.bd/shop/medicube-glutathione-glow-serum-30ml,0,0,0,0
e-mart.com.bd/shop/medicube-hyaluronic-moisturizing-capsule-cream-55g,0,70,0,0
e-mart.com.bd/shop/medicube-kojic-acid-turmeric-night-wrapping-mask-75ml,0,0,0,0
e-mart.com.bd/shop/medicube-kojic-acid-turmeric-resurfacing-toner-250ml,0,0,0,0
e-mart.com.bd/shop/medicube-one-day-exosome-shot-2000-serum-30ml,0,0,0,0
e-mart.com.bd/shop/medicube-one-day-exosome-shot-pore-ampoule-2000-30ml,0,0,0,0
e-mart.com.bd/shop/medicube-pdrn-pink-collagen-gel-mask-1ea,0,0,0,0
e-mart.com.bd/shop/medicube-pdrn-pink-glutathione-serum-mist-100ml,0,0,0,0
e-mart.com.bd/shop/medicube-pdrn-pink-niacineamide-whip-cleanser-120g,0,0,0,0
e-mart.com.bd/shop/medicube-pdrn-pink-peptide-eye-cream-30ml,0,0,0,0
e-mart.com.bd/shop/medicube-pdrn-pink-peptide-serum-30ml,0,33,0,0
e-mart.com.bd/shop/medicube-triple-collagen-serum-4-0-55ml,0,0,0,0
e-mart.com.bd/shop/medicube-zero-pore-blackhead-mud-mask-100g,0,0,0,0
e-mart.com.bd/shop/medicube-zero-pore-cream-50ml,0,0,0,0
e-mart.com.bd/shop/medicube-zero-pore-cream-50ml-2,0,47,0,0
e-mart.com.bd/shop/medicube-zero-pore-one-day-cream-50ml,0,0,0,0
e-mart.com.bd/shop/mediflower-grain-facial-cleansing-foam-150-ml,0,0,0,0
e-mart.com.bd/shop/mediflower-the-secret-garden-of-five-hand-cream-550g,0,0,0,0
e-mart.com.bd/shop/medipeel-melanon-x-dark-spot-blemish-care-solution-cream-30ml,0,0,0,0
e-mart.com.bd/shop/medipeel-peptide-9-volume-bio-tox-ampoule-pro-100ml,0,0,0,0
e-mart.com.bd/shop/melano-cc-intensive-anti-spot-essence-vitamin-c-serum-20ml,0,0,0,0
e-mart.com.bd/shop/melano-cc-vitamin-c-whitening-lotion-170ml,0,55,0,0
e-mart.com.bd/shop/melasma-dark-spot-solution-combo,0,0,0,0
e-mart.com.bd/shop/melasma-x-glutathione-water-drop-skin-toner-260ml-2,0,0,0,0
e-mart.com.bd/shop/mi-some-by-mi-yuja-niacin-brightening-moisture-gel-cream-100ml,0,0,0,0
e-mart.com.bd/shop/mielle-organics-rosemary-mint-light-scalp-hair-strengthening-oil-59ml,0,0,0,0
e-mart.com.bd/shop/mielle-rosemary-mint-scalp-hair-strengthening-oil-59ml,0,129,0,0
e-mart.com.bd/shop/mielle-rosemary-mint-strengthening-hair-masque-340g,0,0,0,0
e-mart.com.bd/shop/milk-baobab-baby-kids-facial-foam-300-ml,0,0,0,0
e-mart.com.bd/shop/mini-combo-dabo-black-snail-cream-cosrx-advanced-snail-96-essence,0,98,0,0
e-mart.com.bd/shop/minimalist-0-6-retinol-face-serum-30ml,0,38,0,0
e-mart.com.bd/shop/minimalist-05-maleic-bond-repair-complex-hair-mask-200g,0,0,0,0
